alg,in-scale,num-ratings,field,value
ItemItem,2,3,MI-20.ByUser,0.148870047491
ItemItem,2,3,MI-5-corrected,0.0481953667497
ItemItem,2,3,MI-10-corrected,0.0619894279172
ItemItem,2,3,NGood,1958084.0
ItemItem,2,3,MAE.ByUser,0.421626720102
ItemItem,2,3,MI-10-corrected.ByUser,-0.0355598745868
ItemItem,2,3,MI-2-corrected,-3.68411648931e-07
ItemItem,2,3,NRMSE,0.534324222099
ItemItem,2,3,MI-50,0.0718672665626
ItemItem,2,3,MI-20-corrected.ByUser,-0.126914146053
ItemItem,2,3,MI-20-corrected,0.0692355726906
ItemItem,2,3,MI-10,0.061992743622
ItemItem,2,3,MI-5.ByUser,0.0511719601103
ItemUserMean,2,3,MI-native-corrected,-3.68411648931e-07
ItemUserMean,2,3,RMSE.ByUser,0.496589982064
ItemUserMean,2,3,MI-native,0.0
ItemUserMean,2,3,NAttempted,1958084.0
ItemUserMean,2,3,MI-100-corrected,0.0791327446903
ItemUserMean,2,3,MI-50.ByUser,0.215860397716
ItemUserMean,2,3,MI-2.ByUser,0.0
ItemUserMean,2,3,NRMSE.ByUser,0.496589982064
ItemUserMean,2,3,NMAE,0.418924040237
ItemUserMean,2,3,MI-20,0.0758255701828
ItemUserMean,2,3,MAE,0.418924040237
ItemUserMean,2,3,MI-native.ByUser,0.0
ItemUserMean,2,3,NMAE.ByUser,0.421455823863
ItemUserMean,2,3,RMSE.ByRating,0.506357989826
ItemUserMean,2,3,NUsers,13975.6
ItemUserMean,2,3,MI-50-corrected,0.0787303903372
ItemUserMean,2,3,TestTime,126495.6
ItemUserMean,2,3,MI-2-corrected.ByUser,-0.0145149575549
ItemUserMean,2,3,nDCG,0.968075201361
ItemUserMean,2,3,MI-100.ByUser,0.295107160013
ItemUserMean,2,3,MI-5-corrected.ByUser,-0.00260899109911
ItemUserMean,2,3,MI-100,0.0791692174436
ItemUserMean,2,3,MI-2,0.0
ItemUserMean,2,3,MI-5,0.0518825867333
ItemUserMean,2,3,Coverage,1.0
ItemUserMean,2,3,MI-100-corrected.ByUser,-1.14187363793
ItemUserMean,2,3,BuildTime,268326.8
ItemUserMean,2,3,MI-50-corrected.ByUser,-0.495372522476
ItemUserMean,2,3,MI-10.ByUser,0.0919195746703
ItemUserMean,2,3,MI-20.ByUser,0.141252274002
ItemUserMean,2,3,MI-5-corrected,0.0518811130867
ItemUserMean,2,3,MI-10-corrected,0.0675050093873
ItemUserMean,2,3,NGood,1958084.0
ItemUserMean,2,3,MAE.ByUser,0.421455823863
ItemUserMean,2,3,MI-10-corrected.ByUser,-0.0387150433242
ItemUserMean,2,3,MI-2-corrected,-3.68411648931e-07
ItemUserMean,2,3,NRMSE,0.506357989826
ItemUserMean,2,3,MI-50,0.078748442508
ItemUserMean,2,3,MI-20-corrected.ByUser,-0.134531919542
ItemUserMean,2,3,MI-20-corrected,0.0758185703614
ItemUserMean,2,3,MI-10,0.0675083250922
ItemUserMean,2,3,MI-5.ByUser,0.0554508391207
ItemItem,5,20,MI-native-corrected,0.171144179479
ItemItem,5,20,RMSE.ByUser,0.951490827761
ItemItem,5,20,MI-native,0.171150888434
ItemItem,5,20,NAttempted,1720498.8
ItemItem,5,20,MI-100-corrected,0.194693066789
ItemItem,5,20,MI-50.ByUser,0.803307507739
ItemItem,5,20,MI-2.ByUser,0.121589983611
ItemItem,5,20,NRMSE.ByUser,0.23787270694
ItemItem,5,20,NMAE,0.194073894434
ItemItem,5,20,MI-20,0.193084594001
ItemItem,5,20,MAE,0.776295577735
ItemItem,5,20,MI-native.ByUser,0.261457060146
ItemItem,5,20,NMAE.ByUser,0.191502932199
ItemItem,5,20,RMSE.ByRating,1.00514797033
ItemItem,5,20,NUsers,13595.2
ItemItem,5,20,MI-50-corrected,0.194483440725
